Brand,Product Name,GPU Chip,Released,Bus,Memory,GPU clock,Memory clock,Shaders / TMUs / ROPs
AMD,Radeon Pro V7350X2,Ellesmere,Never Released,PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",1188 MHz,1750 MHz,2304 / 144 / 32
AMD,Radeon Pro WX 4100,Baffin,"Nov 10th, 2016",PCIe 3.0 x8,"4 GB, GDDR5, 128 bit",1125 MHz,1500 MHz,1024 / 64 / 16
AMD,Radeon Pro WX 5100,Ellesmere,"Nov 18th, 2016",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",713 MHz,1250 MHz,1792 / 112 / 32
AMD,Radeon Pro WX 7100,Ellesmere,"Nov 10th, 2016",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",1188 MHz,1750 MHz,2304 / 144 / 32
AMD,Radeon R5 430 OEM,Oland,"Jun 30th, 2016",PCIe 3.0 x8,"2 GB, DDR3, 128 bit",730 MHz,900 MHz,384 / 24 / 8
AMD,Radeon R5 435 OEM,Hainan,"Jun 30th, 2016",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",1030 MHz,1000 MHz,320 / 20 / 8
AMD,Radeon R5 Graphics,Wani,"May 31st, 2016",IGP,System Shared,200 MHz,System Shared,384 / 24 / 8
AMD,Radeon R5 Graphics,Wani,"May 31st, 2016",IGP,System Shared,200 MHz,System Shared,384 / 24 / 8
AMD,Radeon R7 350,Cape Verde,"Jul 6th, 2016",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",800 MHz,1125 MHz,512 / 32 / 16
AMD,Radeon R7 430 OEM,Oland,"Jun 30th, 2016",PCIe 3.0 x8,"2 GB, DDR3, 128 bit",730 MHz,900 MHz,384 / 24 / 8
AMD,Radeon R7 435 OEM,Oland,"Jun 30th, 2016",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",920 MHz,1000 MHz,320 / 20 / 8
AMD,Radeon R7 450 OEM,Cape Verde,"Jun 30th, 2016",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",925 MHz,1125 MHz,512 / 32 / 16
AMD,Radeon R7 Graphics,Wani,"May 31st, 2016",IGP,System Shared,200 MHz,System Shared,384 / 24 / 8
AMD,Radeon R7 Graphics,Wani,"May 31st, 2016",IGP,System Shared,200 MHz,System Shared,512 / 32 / 8
AMD,Radeon R7 Graphics,Wani,"May 31st, 2016",IGP,System Shared,200 MHz,System Shared,512 / 32 / 8
AMD,Radeon RX 455 OEM,Tobago,"Jun 30th, 2016",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",1050 MHz,1625 MHz,768 / 48 / 16
AMD,Radeon RX 460,Baffin,"Aug 8th, 2016",PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",1090 MHz,1750 MHz,896 / 56 / 16
AMD,Radeon RX 470,Ellesmere,"Aug 4th, 2016",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",926 MHz,1650 MHz,2048 / 128 / 32
AMD,Radeon RX 470D,Ellesmere,"Oct 21st, 2016",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",926 MHz,1650 MHz,1792 / 112 / 32
AMD,Radeon RX 480,Ellesmere,"Jun 29th, 2016",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",1120 MHz,2000 MHz,2304 / 144 / 32
AMD,Radeon RX 580 OEM,Ellesmere,"Jun 29th, 2016",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",1120 MHz,2000 MHz,2304 / 144 / 32
AMD,FirePro S9170,Hawaii,"Jul 8th, 2015",PCIe 3.0 x16,"32 GB, GDDR5, 512 bit",930 MHz,1250 MHz,2816 / 176 / 64
AMD,FirePro W4300,Bonaire,"Dec 1st, 2015",PCIe 3.0 x16,"4 GB, GDDR5, 128 bit",930 MHz,1500 MHz,768 / 48 / 16
AMD,Radeon R2 Graphics,Beema,"Feb 27th, 2015",IGP,System Shared,351 MHz,System Shared,128 / 8 / 4
AMD,Radeon R3 Graphics,Beema,"Jan 28th, 2015",IGP,System Shared,267 MHz,System Shared,128 / 8 / 4
AMD,Radeon R5 310 OEM,Caicos,"May 5th, 2015",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",775 MHz,900 MHz,160 / 8 / 4
AMD,Radeon R5 310 OEM,Caicos,"May 5th, 2015",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",875 MHz,900 MHz,160 / 8 / 4
AMD,Radeon R5 330 OEM,Hainan,"May 5th, 2015",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",830 MHz,900 MHz,320 / 20 / 8
AMD,Radeon R5 340 OEM,Oland,"May 5th, 2015",PCIe 3.0 x8,"1024 MB, GDDR5, 64 bit",730 MHz,1150 MHz,384 / 24 / 8
AMD,Radeon R5 340X OEM,Oland,"May 5th, 2015",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",900 MHz,1000 MHz,384 / 24 / 8
AMD,Radeon R7 340 OEM,Oland,"May 5th, 2015",PCIe 3.0 x8,"2 GB, DDR3, 128 bit",730 MHz,900 MHz,384 / 24 / 8
AMD,Radeon R7 340 OEM,Oland,"May 5th, 2015",PCIe 3.0 x8,"2 GB, DDR3, 128 bit",730 MHz,900 MHz,384 / 24 / 8
AMD,Radeon R7 350 OEM,Oland,"May 5th, 2015",PCIe 3.0 x8,"1024 MB, GDDR5, 128 bit",1000 MHz,1125 MHz,384 / 24 / 8
AMD,Radeon R7 350X OEM,Oland,"May 5th, 2015",PCIe 3.0 x8,"4 GB, DDR3, 128 bit",1000 MHz,1000 MHz,384 / 24 / 8
AMD,Radeon R7 360,Tobago,"Jun 18th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",1000 MHz,1500 MHz,768 / 48 / 16
AMD,Radeon R7 360 896SP,Tobago,"Jun 18th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",1100 MHz,1500 MHz,896 / 56 / 16
AMD,Radeon R7 360E,Tobago,"Dec 30th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",1050 MHz,1500 MHz,768 / 48 / 16
AMD,Radeon R7 370,Trinidad,"Jun 18th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",925 MHz,1400 MHz,1024 / 64 / 32
AMD,Radeon R9 270 1024SP,Pitcairn,"Mar 13th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",900 MHz,1200 MHz,1024 / 64 / 32
AMD,Radeon R9 360 OEM,Tobago,"May 5th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",1000 MHz,1625 MHz,768 / 48 / 16
AMD,Radeon R9 370,Trinidad,"May 5th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",925 MHz,1400 MHz,1280 / 80 / 32
AMD,Radeon R9 370 1024SP,Trinidad,"Jun 12th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",925 MHz,1400 MHz,1024 / 64 / 32
AMD,Radeon R9 370X,Trinidad,"Aug 27th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",980 MHz,1400 MHz,1280 / 80 / 32
AMD,Radeon R9 380,Antigua,"Jun 18th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",970 MHz,1375 MHz,1792 / 112 / 32
AMD,Radeon R9 380 OEM,Antigua,"May 5th, 2015",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",918 MHz,1375 MHz,1792 / 112 / 32
AMD,Radeon R9 380X,Antigua,"Nov 19th, 2015",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",970 MHz,1425 MHz,2048 / 128 / 32
AMD,Radeon R9 390,Grenada,"Jun 18th, 2015",PCIe 3.0 x16,"8 GB, GDDR5, 512 bit",1000 MHz,1500 MHz,2560 / 160 / 64
AMD,Radeon R9 390 X2,Grenada,"Sep 3rd, 2015",PCIe 3.0 x16,"8 GB, GDDR5, 512 bit",1000 MHz,1350 MHz,2560 / 160 / 64
AMD,Radeon R9 390X,Grenada,"Jun 18th, 2015",PCIe 3.0 x16,"8 GB, GDDR5, 512 bit",1050 MHz,1500 MHz,2816 / 176 / 64
AMD,Radeon R9 FURY,Fiji,"Jul 10th, 2015",PCIe 3.0 x16,"4 GB, HBM, 4096 bit",1000 MHz,500 MHz,3584 / 224 / 64
AMD,Radeon R9 FURY X,Fiji,"Jun 24th, 2015",PCIe 3.0 x16,"4 GB, HBM, 4096 bit",1050 MHz,500 MHz,4096 / 256 / 64
AMD,Radeon R9 FURY X2,Fiji,Never Released,PCIe 3.0 x16,"4 GB, HBM, 4096 bit",1050 MHz,500 MHz,4096 / 256 / 64
AMD,Radeon R9 Nano,Fiji,"Aug 27th, 2015",PCIe 3.0 x16,"4 GB, HBM, 4096 bit",1000 MHz,500 MHz,4096 / 256 / 64
AMD,FirePro D300,Pitcairn,"Jan 18th, 2014",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",850 MHz,1270 MHz,1280 / 80 / 32
AMD,FirePro D500,Tahiti,"Jan 18th, 2014",PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",725 MHz,1270 MHz,1536 / 96 / 32
AMD,FirePro D700,Tahiti,"Jan 18th, 2014",PCIe 3.0 x16,"6 GB, GDDR5, 384 bit",850 MHz,1370 MHz,2048 / 128 / 32
AMD,FirePro S10000 Passive 12GB,Tahiti,"Mar 1st, 2014",PCIe 3.0 x16,"6 GB, GDDR5, 384 bit",825 MHz,1250 MHz,1792 / 112 / 32
AMD,FirePro S9050,Tahiti,"Aug 7th, 2014",PCIe 3.0 x16,"12 GB, GDDR5, 384 bit",900 MHz,1375 MHz,1792 / 112 / 32
AMD,FirePro S9100,Hawaii,"Oct 2nd, 2014",PCIe 3.0 x16,"12 GB, GDDR5, 512 bit",824 MHz,1250 MHz,2560 / 160 / 64
AMD,FirePro S9150,Hawaii,"Aug 7th, 2014",PCIe 3.0 x16,"16 GB, GDDR5, 512 bit",900 MHz,1250 MHz,2816 / 176 / 64
AMD,FirePro W2100,Oland,"Aug 12th, 2014",PCIe 3.0 x8,"2 GB, DDR3, 128 bit",630 MHz,900 MHz,320 / 20 / 8
AMD,FirePro W4100,Cape Verde,"Aug 13th, 2014",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",630 MHz,1000 MHz,512 / 32 / 16
AMD,FirePro W5100,Bonaire,"Mar 31st, 2014",PCIe 3.0 x16,"4 GB, GDDR5, 128 bit",930 MHz,1500 MHz,768 / 48 / 16
AMD,FirePro W7100,Tonga,"Aug 12th, 2014",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",920 MHz,1250 MHz,1792 / 112 / 32
AMD,FirePro W8100,Hawaii,"Jun 23rd, 2014",PCIe 3.0 x16,"8 GB, GDDR5, 512 bit",824 MHz,1250 MHz,2560 / 160 / 64
AMD,FirePro W9100,Hawaii,"Mar 26th, 2014",PCIe 3.0 x16,"16 GB, GDDR5, 512 bit",930 MHz,1250 MHz,2816 / 176 / 64
AMD,Radeon R4 Graphics,Beema,"Jun 11th, 2014",IGP,System Shared,800 MHz,System Shared,128 / 8 / 4
AMD,Radeon R5 230,Caicos,"Apr 3rd, 2014",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",625 MHz,667 MHz,160 / 8 / 4
AMD,Radeon R5 Graphics,Beema,"Jun 14th, 2014",IGP,System Shared,800 MHz,System Shared,128 / 8 / 4
AMD,Radeon R5 Graphics,Spectre SL,"Sep 17th, 2014",IGP,System Shared,758 MHz,System Shared,256 / 16 / 4
AMD,Radeon R6 Graphics,Spectre Lite,"Sep 17th, 2014",IGP,System Shared,533 MHz,System Shared,384 / 24 / 8
AMD,Radeon R6 Graphics,Spectre Lite,"Sep 17th, 2014",IGP,System Shared,533 MHz,System Shared,384 / 24 / 8
AMD,Radeon R7 250X,Cape Verde,"Feb 13th, 2014",PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",950 MHz,1125 MHz,640 / 40 / 16
AMD,Radeon R7 250XE,Cape Verde,"Aug 21st, 2014",PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",860 MHz,1125 MHz,640 / 40 / 16
AMD,Radeon R7 265,Pitcairn,"Feb 13th, 2014",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",900 MHz,1400 MHz,1024 / 64 / 32
AMD,Radeon R7 265X OEM,Curacao,"Aug 12th, 2014",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",900 MHz,1400 MHz,1280 / 80 / 32
AMD,Radeon R7 Graphics,Spectre,"Feb 17th, 2014",IGP,System Shared,686 MHz,System Shared,384 / 24 / 8
AMD,Radeon R7 Graphics,Spectre,"Jan 11th, 2014",IGP,System Shared,720 MHz,System Shared,512 / 32 / 8
AMD,Radeon R7 Graphics,Spectre Lite,"Feb 17th, 2014",IGP,System Shared,720 MHz,System Shared,384 / 24 / 8
AMD,Radeon R9 280,Tahiti,"Mar 4th, 2014",PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",827 MHz,1250 MHz,1792 / 112 / 32
AMD,Radeon R9 285,Tonga,"Sep 2nd, 2014",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",918 MHz,1375 MHz,1792 / 112 / 32
AMD,Radeon R9 285X,Tonga,Never Released,PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",1002 MHz,1375 MHz,2048 / 128 / 32
AMD,Radeon R9 290X2,Hawaii,"Jun 24th, 2014",PCIe 3.0 x16,"4 GB, GDDR5, 512 bit",1000 MHz,1350 MHz,2816 / 176 / 64
AMD,Radeon R9 295X2,Vesuvius,"Apr 29th, 2014",PCIe 3.0 x16,"4 GB, GDDR5, 512 bit",1018 MHz,1250 MHz,2816 / 176 / 64
AMD,FirePro R5000,Pitcairn,"Feb 25th, 2013",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",825 MHz,800 MHz,768 / 48 / 32
AMD,FirePro W5000 DVI,Pitcairn,"Feb 25th, 2013",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",825 MHz,800 MHz,768 / 48 / 32
AMD,Radeon HD 6610,Redwood,"Mar 20th, 2013",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",650 MHz,800 MHz,400 / 20 / 8
AMD,Radeon HD 6770 Green Edition,Juniper,"Apr 19th, 2013",PCIe 2.0 x16,"2 GB, GDDR3, 128 bit",700 MHz,667 MHz,720 / 36 / 16
AMD,Radeon HD 6870 1600SP Edition,Cypress,"Jan 14th, 2013",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",850 MHz,1050 MHz,1600 / 80 / 32
AMD,Radeon HD 7510 OEM,Turks,"Feb 1st, 2013",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",650 MHz,667 MHz,320 / 16 / 4
AMD,Radeon HD 7570 OEM,Redwood,"Mar 20th, 2013",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",650 MHz,800 MHz,400 / 20 / 8
AMD,Radeon HD 7720 OEM,Barts,"Mar 15th, 2013",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",840 MHz,1050 MHz,800 / 40 / 32
AMD,Radeon HD 7730,Cape Verde,"May 1st, 2013",PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",800 MHz,1125 MHz,384 / 24 / 8
AMD,Radeon HD 7790,Bonaire,"Mar 22nd, 2013",PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",1000 MHz,1500 MHz,896 / 56 / 16
AMD,Radeon HD 7950 Mac Edition,Tahiti,"Mar 7th, 2013",PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",800 MHz,1250 MHz,1792 / 112 / 32
AMD,Radeon HD 7990,Malta,"Apr 24th, 2013",PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",950 MHz,1500 MHz,2048 / 128 / 32
AMD,Radeon HD 8240 IGP,Kalindi,"Nov 1st, 2013",IGP,System Shared,400 MHz,System Shared,128 / 8 / 4
AMD,Radeon HD 8280 IGP,Kalindi,"Sep 18th, 2013",IGP,System Shared,450 MHz,System Shared,128 / 8 / 4
AMD,Radeon HD 8330 IGP,Kalindi,"Aug 13th, 2013",IGP,System Shared,497 MHz,System Shared,128 / 8 / 4
AMD,Radeon HD 8350 OEM,Cedar,"Jan 8th, 2013",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",650 MHz,667 MHz,80 / 8 / 4
AMD,Radeon HD 8370D IGP,Scrapper Lite,41456,IGP,System Shared,760 MHz,System Shared,128 / 8 / 4
AMD,Radeon HD 8400 IGP,Kalindi,"Nov 23rd, 2013",IGP,System Shared,400 MHz,System Shared,128 / 8 / 4
AMD,Radeon HD 8450 OEM,Caicos,"Jan 8th, 2013",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",625 MHz,667 MHz,160 / 8 / 4
AMD,Radeon HD 8470 OEM,Caicos,"Jan 8th, 2013",PCIe 2.0 x16,"1024 MB, GDDR5, 64 bit",775 MHz,800 MHz,160 / 8 / 4
AMD,Radeon HD 8470D IGP,Scrapper,"Jul 29th, 2013",IGP,System Shared,800 MHz,System Shared,192 / 12 / 4
AMD,Radeon HD 8490 OEM,Caicos,"Jul 23rd, 2013",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",875 MHz,900 MHz,160 / 8 / 4
AMD,Radeon HD 8510 OEM,Redwood,"Apr 24th, 2013",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",650 MHz,500 MHz,400 / 20 / 8
AMD,Radeon HD 8510 OEM,Turks,"Jul 23rd, 2013",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",650 MHz,800 MHz,480 / 24 / 8
AMD,Radeon HD 8550 OEM,Turks,"Oct 25th, 2013",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",650 MHz,800 MHz,480 / 24 / 8
AMD,Radeon HD 8550D IGP,Scrapper,"May 23rd, 2013",IGP,System Shared,720 MHz,System Shared,256 / 16 / 8
AMD,Radeon HD 8570 OEM,Oland,"Jan 8th, 2013",PCIe 3.0 x8,"2 GB, GDDR3, 128 bit",730 MHz,900 MHz,384 / 24 / 8
AMD,Radeon HD 8570 OEM Rebrand,Turks,"Jul 23rd, 2013",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",650 MHz,800 MHz,480 / 24 / 8
AMD,Radeon HD 8570D IGP,Devastator Lite,"Jul 10th, 2013",IGP,System Shared,800 MHz,System Shared,256 / 16 / 8
AMD,Radeon HD 8650D IGP,Scrapper,"Dec 28th, 2013",IGP,System Shared,720 MHz,System Shared,384 / 24 / 8
AMD,Radeon HD 8670 OEM,Oland,"Jan 8th, 2013",PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",1000 MHz,1150 MHz,384 / 24 / 8
AMD,Radeon HD 8670D IGP,Devastator,"Mar 12th, 2013",IGP,System Shared,844 MHz,System Shared,384 / 24 / 8
AMD,Radeon HD 8730 OEM,Cape Verde,"Sep 5th, 2013",PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",800 MHz,1125 MHz,384 / 24 / 8
AMD,Radeon HD 8740 OEM,Cape Verde,"Sep 5th, 2013",PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",800 MHz,1125 MHz,512 / 32 / 16
AMD,Radeon HD 8760 OEM,Cape Verde,"Jan 8th, 2013",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",1000 MHz,1125 MHz,640 / 40 / 16
AMD,Radeon HD 8770 OEM,Bonaire,"Sep 2nd, 2013",PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",1050 MHz,1500 MHz,896 / 56 / 16
AMD,Radeon HD 8860 OEM,Curacao,"Jan 8th, 2013",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",925 MHz,1400 MHz,1280 / 80 / 32
AMD,Radeon HD 8870 OEM,Pitcairn,"Jan 8th, 2013",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",1000 MHz,1200 MHz,1280 / 80 / 32
AMD,Radeon HD 8950 OEM,Tahiti,"Jan 8th, 2013",PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",850 MHz,1250 MHz,1792 / 112 / 32
AMD,Radeon HD 8970 OEM,Tahiti,"Jan 8th, 2013",PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",925 MHz,1375 MHz,2048 / 128 / 32
AMD,Radeon HD 8990 OEM,Malta,"Apr 24th, 2013",PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",950 MHz,1500 MHz,2048 / 128 / 32
AMD,Radeon R5 220 OEM,Cedar,"Dec 21st, 2013",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",650 MHz,533 MHz,80 / 8 / 4
AMD,Radeon R5 230 OEM,Caicos,"Dec 21st, 2013",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",625 MHz,667 MHz,160 / 8 / 4
AMD,Radeon R5 235 OEM,Caicos,"Dec 21st, 2013",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",775 MHz,900 MHz,160 / 8 / 4
AMD,Radeon R5 235X OEM,Caicos,"Dec 21st, 2013",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",875 MHz,900 MHz,160 / 8 / 4
AMD,Radeon R5 240 OEM,Oland,"Nov 1st, 2013",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",730 MHz,900 MHz,384 / 24 / 8
AMD,Radeon R7 240,Oland,"Oct 8th, 2013",PCIe 3.0 x8,"2 GB, DDR3, 128 bit",730 MHz,900 MHz,320 / 20 / 8
AMD,Radeon R7 240,Oland,"Oct 8th, 2013",PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",650 MHz,1150 MHz,320 / 20 / 8
AMD,Radeon R7 240 OEM,Oland,"Nov 1st, 2013",PCIe 3.0 x8,"2 GB, DDR3, 128 bit",730 MHz,900 MHz,320 / 20 / 8
AMD,Radeon R7 250,Cape Verde,"Oct 8th, 2013",PCIe 3.0 x16,"1024 MB, DDR3, 128 bit",925 MHz,900 MHz,512 / 32 / 16
AMD,Radeon R7 250,Cape Verde,"Oct 8th, 2013",PCIe 3.0 x16,"1024 MB, DDR3, 128 bit",700 MHz,900 MHz,512 / 32 / 16
AMD,Radeon R7 250,Oland,"Oct 8th, 2013",PCIe 3.0 x8,"1024 MB, GDDR5, 128 bit",1000 MHz,1150 MHz,384 / 24 / 8
AMD,Radeon R7 250 OEM,Oland,"Oct 8th, 2013",PCIe 3.0 x8,"2 GB, DDR3, 128 bit",1000 MHz,1000 MHz,384 / 24 / 8
AMD,Radeon R7 250E,Cape Verde,"Dec 20th, 2013",PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",800 MHz,1125 MHz,512 / 32 / 16
AMD,Radeon R7 260,Bonaire,"Dec 17th, 2013",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",1000 MHz,1500 MHz,768 / 48 / 16
AMD,Radeon R7 260X,Bonaire,"Oct 8th, 2013",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",1100 MHz,1625 MHz,896 / 56 / 16
AMD,Radeon R9 255 OEM,Cape Verde,"Dec 21st, 2013",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",900 MHz,1150 MHz,512 / 32 / 16
AMD,Radeon R9 260 OEM,Bonaire,"Dec 21st, 2013",PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",1100 MHz,1625 MHz,896 / 56 / 16
AMD,Radeon R9 270,Curacao,"Nov 13th, 2013",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",900 MHz,1400 MHz,1280 / 80 / 32
AMD,Radeon R9 270X,Curacao,"Oct 8th, 2013",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",1000 MHz,1400 MHz,1280 / 80 / 32
AMD,Radeon R9 280X,Tahiti,"Oct 8th, 2013",PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",850 MHz,1500 MHz,2048 / 128 / 32
AMD,Radeon R9 280X2,Tahiti,Unknown,PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",950 MHz,1500 MHz,2048 / 128 / 32
AMD,Radeon R9 290,Hawaii,"Nov 5th, 2013",PCIe 3.0 x16,"4 GB, GDDR5, 512 bit",947 MHz,1250 MHz,2560 / 160 / 64
AMD,Radeon R9 290X,Hawaii,"Oct 24th, 2013",PCIe 3.0 x16,"4 GB, GDDR5, 512 bit",1000 MHz,1250 MHz,2816 / 176 / 64
AMD,Radeon Sky 500,Pitcairn,"Mar 27th, 2013",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",950 MHz,1200 MHz,1280 / 80 / 32
AMD,Radeon Sky 700,Tahiti,"Mar 27th, 2013",PCIe 3.0 x16,"6 GB, GDDR5, 384 bit",900 MHz,1375 MHz,1792 / 112 / 32
AMD,Radeon Sky 900,Tahiti,"Mar 27th, 2013",PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",825 MHz,1250 MHz,1792 / 112 / 32
AMD,FirePro A300,Trinity GL,"Jun 6th, 2012",PCIe 2.0 x16,System Shared,760 MHz,System Shared,384 / 24 / 8
AMD,FirePro A320,Trinity GL,"Jun 6th, 2012",PCIe 2.0 x16,System Shared,800 MHz,System Shared,384 / 24 / 8
AMD,FirePro S10000,Tahiti,"Nov 12th, 2012",PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",825 MHz,1250 MHz,1792 / 112 / 32
AMD,FirePro S10000 Passive,Tahiti,"Nov 12th, 2012",PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",825 MHz,1250 MHz,1792 / 112 / 32
AMD,FirePro S7000,Pitcairn,"Aug 27th, 2012",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",950 MHz,1200 MHz,1280 / 80 / 32
AMD,FirePro S9000,Tahiti,"Aug 24th, 2012",PCIe 3.0 x16,"6 GB, GDDR5, 384 bit",900 MHz,1375 MHz,1792 / 112 / 32
AMD,FirePro S9010,Tahiti,"Aug 24th, 2012",PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",800 MHz,1250 MHz,1792 / 112 / 32
AMD,FirePro V3900,Turks,"Feb 7th, 2012",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",650 MHz,900 MHz,480 / 24 / 8
AMD,FirePro W4000,Pitcairn,"Aug 7th, 2012",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",825 MHz,800 MHz,768 / 48 / 32
AMD,FirePro W5000,Pitcairn,"Aug 7th, 2012",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",825 MHz,800 MHz,768 / 48 / 32
AMD,FirePro W600,Cape Verde,"Jun 13th, 2012",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",750 MHz,1000 MHz,512 / 32 / 16
AMD,FirePro W7000,Pitcairn,"Jun 13th, 2012",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",950 MHz,1200 MHz,1280 / 80 / 32
AMD,FirePro W8000,Tahiti,"Jun 14th, 2012",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",900 MHz,1375 MHz,1792 / 112 / 32
AMD,FirePro W9000,Tahiti,"Jun 14th, 2012",PCIe 3.0 x16,"6 GB, GDDR5, 384 bit",975 MHz,1375 MHz,2048 / 128 / 32
AMD,Radeon HD 6850 1440SP Edition,Cypress,"Aug 21st, 2012",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",725 MHz,1000 MHz,1440 / 72 / 32
AMD,Radeon HD 7310 IGP,Loveland,"Jun 6th, 2012",IGP,System Shared,500 MHz,System Shared,80 / 8 / 4
AMD,Radeon HD 7340 IGP,Loveland,"Jun 6th, 2012",IGP,System Shared,523 MHz,System Shared,80 / 8 / 4
AMD,Radeon HD 7350 OEM,Cedar,"Jan 5th, 2012",PCIe 2.0 x16,"512 MB, GDDR3, 64 bit",650 MHz,800 MHz,80 / 8 / 4
